"YearBuilt","YearRemodeled","Condition","FinSqFt","Bedroom","FullBath","HalfBath","LotSize","TotalValue","City"
1961,1997,"Average",888,3,1,0,1.58,129200,"CHARLOTTESVILLE"
1962,0,"Average",3520,4,3,1,29.068,574200,"CHARLOTTESVILLE"
1997,0,"Average",1584,3,2,1,2.09,182700,"CHARLOTTESVILLE"
1972,0,"Average",1569,4,2,0,3,325800,"CHARLOTTESVILLE"
2006,0,"Average",3050,3,3,1,7.09,615500,"CHARLOTTESVILLE"
1964,0,"Average",2672,3,3,2,10,493400,"CHARLOTTESVILLE"
1979,0,"Average",1756,3,3,0,2.4,275700,"KESWICK"
1992,0,"Average",1008,2,2,0,2.002,150900,"KESWICK"
1937,0,"Average",2625,3,2,0,6.199,428400,"KESWICK"
1978,0,"Average",1248,3,2,1,24,183400,"KESWICK"
1983,0,"Average",560,2,1,0,3.199,111900,"KESWICK"
1981,0,"Average",1296,3,1,1,7,196600,"KESWICK"
1966,0,"Average",1120,3,1,0,0.274,85100,"KESWICK"
1974,0,"Average",1591,3,2,0,2.269,173200,"KESWICK"
1959,0,"Average",2451,5,3,0,1.2039,379300,"CHARLOTTESVILLE"
1979,0,"Average",2330,3,3,0,0.98,383700,"CHARLOTTESVILLE"
1973,0,"Average",1212,3,2,0,1.0749,290800,"CHARLOTTESVILLE"
1964,0,"Good",1317,3,1,1,0.299,259700,"CHARLOTTESVILLE"
1968,0,"Good",1479,3,2,1,0.396,280800,"CHARLOTTESVILLE"
1973,0,"Average",882,2,1,0,0,120800,"CHARLOTTESVILLE"
1973,0,"Average",882,2,1,0,0,120800,"CHARLOTTESVILLE"
1963,0,"Average",1269,3,1,1,0.174,250600,"CHARLOTTESVILLE"
2004,0,"Good",1728,3,2,1,0.039,236900,"CHARLOTTESVILLE"
1973,2007,"Good",2076,3,2,1,1.0202,378100,"CHARLOTTESVILLE"
1962,0,"Average",1456,3,2,1,0.7741,334200,"CHARLOTTESVILLE"
1961,2000,"Average",1485,4,2,1,0.8787,327000,"CHARLOTTESVILLE"
1962,0,"Average",1691,4,2,1,0.7479,295900,"CHARLOTTESVILLE"
1985,0,"Average",1720,3,3,0,0.881,366100,"CHARLOTTESVILLE"
1985,0,"Average",1421,4,3,0,0.9939,311000,"CHARLOTTESVILLE"
1963,0,"Average",1242,4,2,0,0.8156,278400,"CHARLOTTESVILLE"
1973,0,"Average",2137,4,2,1,0.885,346800,"CHARLOTTESVILLE"
1975,0,"Average",3427,5,5,1,1.0468,474000,"CHARLOTTESVILLE"
1958,2008,"Good",1592,3,3,0,1.309,369500,"CHARLOTTESVILLE"
1966,2003,"Average",1783,3,2,1,1.148,346300,"CHARLOTTESVILLE"
1972,0,"Average",2508,4,2,1,0,375700,"CHARLOTTESVILLE"
1966,0,"Poor",3084,2,1,0,0,329200,"CHARLOTTESVILLE"
1968,0,"Average",2232,5,3,0,0.938,394300,"CHARLOTTESVILLE"
1974,0,"Average",1812,4,3,0,0,327300,"CHARLOTTESVILLE"
1983,0,"Average",1040,2,1,1,0,204100,"CHARLOTTESVILLE"
1984,0,"Average",880,2,1,0,0,181000,"CHARLOTTESVILLE"
1989,0,"Average",1381,3,3,0,0,180100,"CHARLOTTESVILLE"
1987,0,"Average",1991,4,3,1,0,286600,"CHARLOTTESVILLE"
2003,0,"Good",1927,3,3,1,0,269800,"CHARLOTTESVILLE"
1992,0,"Average",1152,2,2,1,0,202700,"CHARLOTTESVILLE"
1991,0,"Average",1332,2,2,0,0,224100,"CHARLOTTESVILLE"
1996,0,"Average",1236,2,3,0,0.091,253000,"CHARLOTTESVILLE"
1994,0,"Average",1679,1,2,1,0,264000,"CHARLOTTESVILLE"
2000,0,"Average",1486,3,2,1,0.041,228700,"CHARLOTTESVILLE"
1999,0,"Average",1202,2,2,1,0.033,221000,"CHARLOTTESVILLE"
1986,0,"Average",3818,4,3,1,14.54,1103100,"CHARLOTTESVILLE"
1981,0,"Average",1848,2,1,1,8.22,225300,"EARLYSVILLE"
1971,0,"Average",1500,5,3,0,12.69,427700,"EARLYSVILLE"
1975,0,"Average",1475,4,2,0,3.49,300800,"EARLYSVILLE"
2006,0,"Good",2416,3,2,1,6.46,324500,"EARLYSVILLE"
1989,2001,"Good",3626,4,3,1,4.619,535800,"EARLYSVILLE"
1986,0,"Good",2084,4,3,0,2.056,530000,"EARLYSVILLE"
1978,1982,"Average",2448,4,2,0,4.783,421600,"EARLYSVILLE"
1978,0,"Average",1195,4,2,0,4.594,348500,"EARLYSVILLE"
1925,1980,"Average",2098,3,2,0,2.371,306000,"EARLYSVILLE"
1967,0,"Average",1275,3,2,0,3,247800,"EARLYSVILLE"
1979,0,"Good",2414,3,2,2,1.036,483300,"EARLYSVILLE"
1975,0,"Good",1363,3,2,0,1.232,231600,"EARLYSVILLE"
2005,0,"Good",3212,4,3,1,12.18,651200,"EARLYSVILLE"
1990,0,"Good",4370,6,5,1,4.458,733500,"EARLYSVILLE"
1997,0,"Good",2776,4,3,1,3.09,497900,"EARLYSVILLE"
1998,0,"Good",1760,2,2,0,3.42,317700,"EARLYSVILLE"
1989,0,"Fair",2701,5,4,1,7.66,461600,"EARLYSVILLE"
1996,0,"Good",3219,4,3,1,2.236,522900,"EARLYSVILLE"
1998,0,"Good",3212,4,2,1,2.986,582700,"EARLYSVILLE"
2001,0,"Good",3265,4,3,1,2.492,541600,"EARLYSVILLE"
1984,0,"Average",1580,3,2,0,3,128800,"CHARLOTTESVILLE"
1960,0,"Average",1008,2,1,0,0.602,151700,"CROZET"
1940,0,"Poor",720,2,0,0,5.608,123000,"CROZET"
1995,0,"Average",1824,4,3,1,5.002,315200,"CROZET"
1995,0,"Average",2611,3,2,1,9.124,499500,"CROZET"
1956,0,"Average",1260,3,1,1,0.945,181400,"CROZET"
1991,0,"Good",2822,3,3,1,22.11,791900,"CROZET"
1966,0,"Average",1148,3,2,0,0.923,205700,"CROZET"
1963,0,"Average",1040,3,1,0,0.293,124900,"CROZET"
2002,0,"Good",2088,3,2,1,2,262600,"CHARLOTTESVILLE"
1870,1984,"Good",3147,3,3,0,169.36,739200,"CHARLOTTESVILLE"
1987,0,"Good",4053,4,3,1,5.24,584600,"CHARLOTTESVILLE"
1920,0,"Substandard",2520,4,1,0,52.38,786700,"CHARLOTTESVILLE"
1999,0,"Good",2330,3,3,0,4.38,474900,"CROZET"
1977,0,"Good",2916,3,2,1,4.27,741500,"CHARLOTTESVILLE"
1985,0,"Average",1880,4,2,0,2,305700,"CHARLOTTESVILLE"
1976,0,"Average",1205,3,1,1,2,211200,"CROZET"
1970,0,"Average",1092,3,1,0,2.5,356000,"CHARLOTTESVILLE"
1980,0,"Average",1008,3,2,0,3.237,244000,"CHARLOTTESVILLE"
1972,0,"Good",2184,5,3,0,0.98,386900,"CHARLOTTESVILLE"
1985,0,"Good",1819,3,3,0,7.556,412300,"CHARLOTTESVILLE"
1900,0,"Average",1942,4,1,0,3.235,238300,"CHARLOTTESVILLE"
1987,0,"Good",1296,3,1,1,13.94,368600,"CHARLOTTESVILLE"
2003,0,"Good",1536,4,3,0,8.302,432700,"CHARLOTTESVILLE"
1980,0,"Average",1318,3,1,0,5.101,258300,"CHARLOTTESVILLE"
1999,0,"Average",1372,3,3,1,0.041,254100,"CHARLOTTESVILLE"
1998,0,"Average",2790,4,3,1,0.266,463700,"CHARLOTTESVILLE"
1998,0,"Average",2870,4,2,1,0.455,520400,"CHARLOTTESVILLE"
1992,0,"Average",2880,5,3,1,0.558,542000,"CHARLOTTESVILLE"
1998,0,"Average",2830,4,4,1,0.552,598100,"CHARLOTTESVILLE"
2000,0,"Average",2730,5,3,1,0.341,508300,"CHARLOTTESVILLE"
2002,0,"Average",2645,4,3,1,0.388,437100,"CHARLOTTESVILLE"
2003,0,"Good",2456,3,2,1,0.22,433800,"CHARLOTTESVILLE"
2002,0,"Good",1934,2,2,0,0.162,392700,"CHARLOTTESVILLE"
2014,0,"Excellent",1623,3,2,0,0.122,452200,"CHARLOTTESVILLE"
2014,0,"Excellent",2126,4,3,1,0.139,362600,"CHARLOTTESVILLE"
2014,0,"Excellent",1623,2,2,0,0.123,489100,"CHARLOTTESVILLE"
2014,0,"Excellent",2764,3,2,1,0.375,565200,"CHARLOTTESVILLE"
1994,0,"Average",3182,4,3,1,0.555,519400,"CHARLOTTESVILLE"
1997,0,"Average",2302,4,2,1,0.453,391900,"CHARLOTTESVILLE"
1996,0,"Average",3066,5,3,1,0.366,520700,"CHARLOTTESVILLE"
1997,0,"Good",2243,4,2,1,0.195,419300,"CHARLOTTESVILLE"
2004,0,"Average",2528,4,2,1,0.232,422700,"CHARLOTTESVILLE"
2003,0,"Good",2850,5,2,1,0.265,441000,"CHARLOTTESVILLE"
2002,0,"Average",1997,3,2,0,0.355,409900,"CHARLOTTESVILLE"
2003,0,"Average",2690,4,3,1,0.31,477900,"CHARLOTTESVILLE"
2011,0,"Excellent",2644,4,3,1,0.152,499700,"CHARLOTTESVILLE"
2011,0,"Excellent",2636,4,3,0,0.135,567900,"CHARLOTTESVILLE"
2009,0,"Good",3328,5,4,1,0.201,570900,"CHARLOTTESVILLE"
2011,0,"Excellent",1932,3,2,1,0.145,404000,"CHARLOTTESVILLE"
2010,0,"Excellent",2156,3,2,1,0.128,435200,"CHARLOTTESVILLE"
2009,0,"Good",1966,3,2,1,0.064,325600,"CHARLOTTESVILLE"
2008,0,"Good",3172,4,3,1,0.131,604500,"CHARLOTTESVILLE"
2011,0,"Excellent",2300,3,2,1,0.098,510500,"CHARLOTTESVILLE"
2010,0,"Excellent",1680,3,3,1,0.071,324900,"CHARLOTTESVILLE"
2012,0,"Excellent",2365,3,3,1,0.157,520400,"CHARLOTTESVILLE"
2014,0,"Excellent",1680,3,3,1,0.044,327800,"CHARLOTTESVILLE"
2014,0,"Excellent",1680,3,3,1,0.052,325300,"CHARLOTTESVILLE"
1984,0,"Average",2657,4,4,0,3.08,509000,"CHARLOTTESVILLE"
1960,0,"Good",950,3,1,0,0.5,178400,"EARLYSVILLE"
1961,0,"Good",1344,5,2,1,2.275,261000,"EARLYSVILLE"
1986,0,"Good",1456,4,3,0,4.351,328100,"EARLYSVILLE"
1975,0,"Average",1154,3,1,0,1.757,182100,"EARLYSVILLE"
2004,0,"Good",3231,4,4,1,2.548,346400,"EARLYSVILLE"
2002,0,"Good",2010,4,3,0,2.44,381800,"EARLYSVILLE"
1972,0,"Good",1377,4,2,1,0.725,225800,"EARLYSVILLE"
1980,0,"Good",1514,3,3,0,0.709,276500,"EARLYSVILLE"
1982,0,"Good",1713,4,2,1,1.377,322700,"EARLYSVILLE"
1984,0,"Good",2601,4,2,1,2.107,381800,"EARLYSVILLE"
1990,0,"Average",1452,3,3,0,1.887,292800,"EARLYSVILLE"
1987,0,"Good",3264,3,3,1,1.223,454300,"EARLYSVILLE"
1987,0,"Good",1566,4,3,0,1.919,266500,"EARLYSVILLE"
1987,0,"Good",2494,3,2,1,1.033,375300,"EARLYSVILLE"
2001,0,"Good",3594,4,3,0,1.38,643800,"EARLYSVILLE"
2003,0,"Good",3839,4,4,1,1.377,824200,"EARLYSVILLE"
2004,0,"Average",4187,5,3,1,1.485,645100,"EARLYSVILLE"
1980,0,"Good",1196,3,2,0,2.001,221200,"CHARLOTTESVILLE"
1958,0,"Fair",992,2,1,0,0.381,191700,"CHARLOTTESVILLE"
1979,0,"Good",1196,3,3,0,2.025,248400,"CHARLOTTESVILLE"
2007,0,"Excellent",1428,4,3,0,0.05,254500,"CHARLOTTESVILLE"
2007,0,"Excellent",1402,3,2,1,0.031,221200,"CHARLOTTESVILLE"
2010,0,"Excellent",1336,3,2,0,0.05,230300,"CHARLOTTESVILLE"
2010,0,"Good",1546,3,2,1,0.056,264800,"CHARLOTTESVILLE"
1973,0,"Average",1113,3,2,0,0.34,255800,"CHARLOTTESVILLE"
2003,0,"Average",1742,3,2,0,0.279,346400,"CHARLOTTESVILLE"
2004,0,"Average",1800,3,2,0,0.179,352900,"CHARLOTTESVILLE"
1979,0,"Fair",1624,4,3,0,0,270200,"CHARLOTTESVILLE"
1996,0,"Good",2871,4,2,1,28.35,1170100,"CHARLOTTESVILLE"
1972,0,"Average",1540,3,2,0,1.13,297300,"CHARLOTTESVILLE"
1974,0,"Average",1430,5,3,0,1.169,255800,"CHARLOTTESVILLE"
1971,0,"Average",960,3,1,0,2.04,198700,"CHARLOTTESVILLE"
1971,0,"Average",1075,4,2,1,1,201400,"CHARLOTTESVILLE"
1976,2002,"Average",2703,2,3,1,10.021,928600,"CHARLOTTESVILLE"
1976,0,"Average",2257,5,3,0,50.009,536100,"CHARLOTTESVILLE"
1977,0,"Good",4579,5,4,1,26.153,980800,"CHARLOTTESVILLE"
1977,0,"Average",1740,3,3,1,8.998,569500,"CHARLOTTESVILLE"
1994,2006,"Average",3469,4,3,1,2.887,1063400,"CHARLOTTESVILLE"
1983,2006,"Average",3528,3,3,1,9.01,848900,"CHARLOTTESVILLE"
1986,0,"Average",2812,4,2,2,2.15,508700,"CHARLOTTESVILLE"
1986,0,"Average",2106,4,2,1,2.052,461000,"CHARLOTTESVILLE"
1976,0,"Good",4011,4,3,1,11.05,1088800,"CHARLOTTESVILLE"
1995,0,"Good",860,1,1,0,2,324700,"CHARLOTTESVILLE"
1900,1996,"Average",1552,5,2,0,122.425,362200,"CHARLOTTESVILLE"
1995,0,"Good",3103,1,2,1,10.882,850000,"CHARLOTTESVILLE"
1990,0,"Good",5544,4,4,1,2.603,918100,"CHARLOTTESVILLE"
1989,0,"Average",2989,4,2,1,3.059,632900,"CHARLOTTESVILLE"
1989,0,"Good",657,2,2,0,6.14,264800,"EARLYSVILLE"
1987,0,"Average",2022,3,2,1,2.03,268900,"CHARLOTTESVILLE"
1963,0,"Average",1934,3,2,0,3.005,352800,"CHARLOTTESVILLE"
1962,0,"Average",1040,3,1,0,1.17,195600,"CHARLOTTESVILLE"
2015,0,"Average",3824,5,5,1,5.07,781600,"CHARLOTTESVILLE"
2016,0,"Average",4066,5,5,2,5.606,1310100,"CHARLOTTESVILLE"
2004,0,"Good",5050,4,4,2,5,1332000,"CHARLOTTESVILLE"
2005,0,"Good",4690,4,3,1,34.677,2318400,"CHARLOTTESVILLE"
2014,0,"Average",4041,5,4,1,6.28,777200,"CHARLOTTESVILLE"
2004,0,"Good",3410,5,3,1,3.02,723900,"CHARLOTTESVILLE"
2008,0,"Excellent",2479,3,3,1,4.02,692600,"CHARLOTTESVILLE"
1977,0,"Good",2218,4,3,0,8,467800,"CHARLOTTESVILLE"
2007,0,"Good",1596,3,2,0,2.172,298500,"CHARLOTTESVILLE"
1995,0,"Good",1116,1,1,0,2.069,195600,"CHARLOTTESVILLE"
1950,0,"Good",1501,3,2,1,2,304900,"CHARLOTTESVILLE"
1990,0,"Good",2527,4,3,1,1.201,789800,"CHARLOTTESVILLE"
1990,0,"Average",2352,3,2,1,0.932,431500,"CHARLOTTESVILLE"
1990,0,"Good",2335,3,3,1,0.776,472900,"CHARLOTTESVILLE"
1988,0,"Average",2260,5,4,0,3.4,482400,"CHARLOTTESVILLE"
1992,0,"Good",2364,4,3,1,0.29,434200,"CHARLOTTESVILLE"
1995,0,"Good",1840,4,3,1,1.376,416200,"CHARLOTTESVILLE"
1996,0,"Good",3430,4,2,1,21.004,1008600,"CHARLOTTESVILLE"
2005,0,"Good",3703,4,3,3,4.879,1349700,"CHARLOTTESVILLE"
1978,0,"Good",2832,4,3,1,2.763,525300,"CHARLOTTESVILLE"
1980,0,"Good",2130,4,2,1,2.149,417600,"CHARLOTTESVILLE"
1950,1987,"Fair",1523,4,2,0,2.45,331900,"CHARLOTTESVILLE"
1982,0,"Average",1521,2,2,0,4.27,295600,"CHARLOTTESVILLE"
1993,1998,"Average",2099,3,3,0,24.59,544500,"CHARLOTTESVILLE"
2000,0,"Average",1372,2,1,1,4.27,187800,"CHARLOTTESVILLE"
2001,0,"Average",2464,5,4,0,10,905300,"CHARLOTTESVILLE"
2001,0,"Average",6128,6,6,3,11.087,1142600,"KESWICK"
1949,0,"Average",3184,4,4,0,9.955,614800,"KESWICK"
1993,0,"Average",2432,3,2,1,5,355700,"KESWICK"
1946,0,"Average",1260,4,1,0,3.79,268300,"KESWICK"
1940,0,"Average",1868,3,1,0,2.64,169200,"KESWICK"
1963,0,"Average",1437,5,2,0,1.349,140800,"KESWICK"
1996,0,"Average",1308,4,3,0,2,232700,"KESWICK"
1980,0,"Average",1056,3,1,0,15.239,279400,"KESWICK"
1950,0,"Average",1440,2,2,0,9.651,461900,"KESWICK"
1900,0,"Average",1812,3,2,0,0.647,272500,"KESWICK"
2001,0,"Average",1350,3,2,0,2,100600,"KESWICK"
1960,0,"Average",1136,2,1,0,2,106300,"KESWICK"
1995,0,"Average",2390,4,2,1,25.8,412200,"KESWICK"
1987,0,"Average",4053,4,3,1,19.601,1176300,"KESWICK"
1920,0,"Average",1316,2,1,0,3.2,118800,"KESWICK"
1900,0,"Average",3560,4,2,0,17.519,717400,"KESWICK"
1978,0,"Average",1712,3,3,0,2.069,315100,"CHARLOTTESVILLE"
1992,0,"Good",3603,5,4,1,2.66,609000,"CHARLOTTESVILLE"
1981,0,"Good",3090,4,2,1,2.445,592400,"CHARLOTTESVILLE"
1987,2013,"Good",3659,4,4,1,2.051,799600,"CHARLOTTESVILLE"
1973,0,"Average",1312,3,2,0,0.931,245300,"CHARLOTTESVILLE"
1985,0,"Average",3095,5,4,0,2.247,539100,"CHARLOTTESVILLE"
1987,0,"Good",3275,4,4,0,8.533,838200,"CHARLOTTESVILLE"
1980,0,"Good",3794,4,3,2,4.5,896600,"CHARLOTTESVILLE"
1984,0,"Good",2900,4,3,0,8.209,702600,"CHARLOTTESVILLE"
1981,0,"Good",4223,4,2,1,9.35,918400,"CHARLOTTESVILLE"
1988,0,"Good",3666,4,3,1,2.96,773000,"CHARLOTTESVILLE"
1978,0,"Good",2696,4,3,1,6.224,726400,"CHARLOTTESVILLE"
1978,0,"Good",3754,4,3,1,4.66,855100,"CHARLOTTESVILLE"
1993,0,"Average",3218,4,3,1,2.151,808900,"CHARLOTTESVILLE"
1974,0,"Average",1974,3,2,0,2.09,344700,"EARLYSVILLE"
1980,0,"Fair",2160,4,2,1,3.123,365500,"EARLYSVILLE"
1990,0,"Good",3423,4,3,1,3.065,798000,"EARLYSVILLE"
1980,0,"Good",2161,4,3,1,3.401,432100,"EARLYSVILLE"
1980,0,"Good",2961,3,3,1,2,585800,"EARLYSVILLE"
1987,0,"Good",3302,3,2,1,4,499300,"EARLYSVILLE"
1957,0,"Average",1248,2,1,0,5.043,282000,"EARLYSVILLE"
1972,0,"Average",1675,3,2,0,1.887,209600,"EARLYSVILLE"
1950,0,"Fair",1076,3,1,0,1.739,427900,"CHARLOTTESVILLE"
1986,0,"Good",2596,4,3,1,1.382,604700,"EARLYSVILLE"
1979,0,"Average",3464,5,3,0,0,706000,"EARLYSVILLE"
1945,0,"Average",1009,3,1,0,0.592,215400,"CHARLOTTESVILLE"
1957,0,"Fair",1008,2,1,0,2.611,242200,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,30000,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,30000,"CHARLOTTESVILLE"
1973,1995,"Good",1130,3,2,0,0,133500,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",1130,3,2,0,0,133500,"CHARLOTTESVILLE"
1973,1995,"Good",1220,3,2,0,0,138900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1973,1995,"Good",940,2,2,0,0,120900,"CHARLOTTESVILLE"
1952,2006,"Average",2553,3,4,0,1.6,905600,"CHARLOTTESVILLE"
1955,1999,"Good",3279,4,2,0,1.66,619400,"CHARLOTTESVILLE"
1998,0,"Average",2223,4,2,1,0.291,380300,"CHARLOTTESVILLE"
2000,0,"Average",1670,3,2,1,0.235,305800,"CHARLOTTESVILLE"
1994,0,"Good",3390,4,3,1,6.58,727500,"CROZET"
1995,0,"Good",3573,3,2,1,79.218,1446500,"CROZET"
2002,0,"Good",4665,4,3,0,6.62,752500,"CHARLOTTESVILLE"
1993,0,"Average",944,1,1,0,3.113,174700,"CROZET"
1972,0,"Average",1326,3,3,0,0.46,158400,"CROZET"
2010,0,"Excellent",3794,4,4,1,2,686000,"CHARLOTTESVILLE"
1974,0,"Good",2416,3,3,0,6.735,539100,"CHARLOTTESVILLE"
2005,0,"Good",2119,3,2,1,4.681,548400,"CROZET"
1850,0,"Average",2739,4,2,0,62.474,894500,"CHARLOTTESVILLE"
1997,0,"Good",2377,5,4,1,5.953,455100,"CHARLOTTESVILLE"
1989,0,"Good",2981,4,5,1,6.961,727600,"CHARLOTTESVILLE"
1930,0,"Fair",1336,4,1,0,3.067,207300,"CHARLOTTESVILLE"
2004,0,"Good",2332,4,3,0,5,420000,"CHARLOTTESVILLE"
1996,0,"Good",2866,3,2,1,7.995,799900,"CROZET"
1987,0,"Good",2890,4,3,1,5.776,597900,"CHARLOTTESVILLE"
1990,0,"Good",4214,4,5,0,29.215,744300,"CHARLOTTESVILLE"
2001,0,"Good",1892,3,3,0,3.289,410400,"CHARLOTTESVILLE"
1997,0,"Good",1482,3,2,0,4,306200,"CHARLOTTESVILLE"
1987,2008,"Average",1764,2,1,1,11.03,260700,"CHARLOTTESVILLE"
1983,0,"Poor",4448,5,3,1,28.49,449900,"CHARLOTTESVILLE"
1982,0,"Average",1666,3,2,0,10.601,398700,"CHARLOTTESVILLE"
1991,0,"Good",912,3,2,0,2,238600,"CHARLOTTESVILLE"
1992,0,"Good",1196,3,2,0,2.029,254400,"CHARLOTTESVILLE"
2003,0,"Good",2067,5,3,1,2.64,550700,"CHARLOTTESVILLE"
1973,0,"Average",1547,3,2,0,0,319200,"EARLYSVILLE"
1967,0,"Average",1740,5,3,0,5.6,473800,"EARLYSVILLE"
1966,0,"Good",3093,4,4,0,3.51,573000,"EARLYSVILLE"
1964,0,"Average",2570,5,3,1,1.512,434800,"CHARLOTTESVILLE"
1969,0,"Average",2727,4,3,0,1.9086,377900,"CHARLOTTESVILLE"
1974,0,"Average",1798,4,3,0,0.7844,277000,"CHARLOTTESVILLE"
1962,0,"Good",2412,5,4,0,0.591,509400,"CHARLOTTESVILLE"
1997,0,"Average",3597,5,3,0,0.686,424500,"CHARLOTTESVILLE"
1960,0,"Average",2183,4,3,0,3.34,336800,"CHARLOTTESVILLE"
1968,0,"Good",1064,4,2,1,0.3238,258900,"CHARLOTTESVILLE"
1972,0,"Average",1254,3,2,0,0.4525,262800,"CHARLOTTESVILLE"
1984,0,"Good",2521,4,2,0,0.48,366900,"CHARLOTTESVILLE"
1976,0,"Good",2128,5,3,1,0.516,351200,"CHARLOTTESVILLE"
1976,0,"Good",2262,5,3,1,0.435,361000,"CHARLOTTESVILLE"
1969,0,"Good",2224,4,2,1,0.4939,351400,"CHARLOTTESVILLE"
1965,0,"Fair",1060,3,2,1,0.3354,284800,"CHARLOTTESVILLE"
1966,0,"Fair",1040,3,2,1,0.3378,232600,"CHARLOTTESVILLE"
1967,0,"Average",1430,5,3,0,0.2808,270500,"CHARLOTTESVILLE"
1968,0,"Average",1817,4,2,0,0.2762,274400,"CHARLOTTESVILLE"
1966,0,"Average",1368,4,3,1,0.3927,302900,"CHARLOTTESVILLE"
1969,0,"Average",2223,4,2,1,0.3398,296400,"CHARLOTTESVILLE"
1967,0,"Good",2296,4,2,1,0.3678,317400,"CHARLOTTESVILLE"
1976,0,"Good",1885,6,4,0,0.368,344100,"CHARLOTTESVILLE"
1979,0,"Good",1400,4,3,0,0.322,294400,"CHARLOTTESVILLE"
1974,1998,"Average",2185,6,3,1,0.5372,320500,"CHARLOTTESVILLE"
1979,0,"Average",2240,4,3,1,2.13,435700,"EARLYSVILLE"
1959,0,"Good",3197,4,3,1,1.95,572800,"EARLYSVILLE"
1969,0,"Good",2268,4,3,1,1.95,378600,"EARLYSVILLE"
1974,0,"Good",2719,6,4,0,2.01,487800,"EARLYSVILLE"
1936,0,"Good",2236,4,2,1,8.401,438100,"CHARLOTTESVILLE"
1998,0,"Average",1120,3,2,0,5.46,240800,"CHARLOTTESVILLE"
2000,0,"Good",1568,3,2,1,1.969,239200,"CHARLOTTESVILLE"
1998,0,"Average",2116,4,2,1,0.343,378500,"CHARLOTTESVILLE"
2000,0,"Average",1910,3,2,1,0.201,366700,"CHARLOTTESVILLE"
1980,0,"Average",1200,3,1,1,0.097,150500,"CHARLOTTESVILLE"
1981,0,"Average",1200,3,1,1,0.085,146800,"CHARLOTTESVILLE"
1983,0,"Average",1520,3,1,2,0.226,247200,"CHARLOTTESVILLE"
1986,0,"Average",1344,3,2,1,0.188,258400,"CHARLOTTESVILLE"
1992,0,"Good",1262,3,2,0,0.182,263500,"CHARLOTTESVILLE"
1993,0,"Average",1773,4,2,1,0.245,260500,"CHARLOTTESVILLE"
1992,0,"Average",1660,4,3,0,0.214,281700,"CHARLOTTESVILLE"
1960,0,"Good",1274,4,3,0,4.258,372100,"CHARLOTTESVILLE"
1993,0,"Good",2040,2,1,0,3.217,288200,"CHARLOTTESVILLE"
1958,0,"Good",3336,4,3,0,3.01,399300,"CHARLOTTESVILLE"
1990,0,"Good",2025,3,2,1,3.11,386500,"CHARLOTTESVILLE"
1993,0,"Good",2370,3,2,1,0.162,388200,"CHARLOTTESVILLE"
2009,0,"Good",1720,4,3,1,0.301,369000,"CHARLOTTESVILLE"
1997,0,"Good",1968,3,2,1,0.215,329500,"CHARLOTTESVILLE"
1998,0,"Good",2214,4,3,1,0.195,401200,"CHARLOTTESVILLE"
2000,0,"Good",2480,3,3,1,0.174,445200,"CHARLOTTESVILLE"
2003,0,"Good",2345,4,2,1,0.165,364700,"CHARLOTTESVILLE"
2001,0,"Good",2092,4,3,1,0.269,378700,"CHARLOTTESVILLE"
2001,0,"Good",3266,4,2,1,0.408,479600,"CHARLOTTESVILLE"
2001,0,"Good",1788,3,2,0,0.16,350500,"CHARLOTTESVILLE"
2003,0,"Good",1944,3,2,0,0.185,370200,"CHARLOTTESVILLE"
2005,0,"Good",1695,3,2,0,0.17,364600,"CHARLOTTESVILLE"
2005,0,"Good",2106,4,2,2,0.161,362200,"CHARLOTTESVILLE"
2005,0,"Good",2700,4,2,1,0.348,459900,"CHARLOTTESVILLE"
2004,0,"Good",2380,5,3,1,0.387,470700,"CHARLOTTESVILLE"
2004,0,"Good",2240,4,2,1,0.345,399700,"CHARLOTTESVILLE"
2003,0,"Good",4795,5,5,1,4.105,801200,"CHARLOTTESVILLE"
2007,0,"Excellent",3443,4,5,1,5,894600,"CHARLOTTESVILLE"
2007,0,"Excellent",4510,5,4,2,5,1055400,"CHARLOTTESVILLE"
1989,0,"Good",3416,4,2,1,16,903300,"CHARLOTTESVILLE"
1994,0,"Good",2912,4,2,1,2.004,359200,"CHARLOTTESVILLE"
1976,0,"Good",2016,3,2,1,3.168,439000,"CHARLOTTESVILLE"
1975,0,"Average",2204,3,2,0,4.338,369000,"CHARLOTTESVILLE"
1992,0,"Good",2715,3,1,1,0.96,533400,"CHARLOTTESVILLE"
1981,0,"Good",1464,3,3,0,1.4,461700,"CHARLOTTESVILLE"
1996,0,"Fair",3091,3,3,1,1.877,379800,"CHARLOTTESVILLE"
